loan_status,Principal,terms,paid_off_time_hours,paid_off_time_datename,past_due_days,age,education,Gender,Due_Date_Day,paid_off_time_month,Due_Date_Month,paid_off_time_days,Effective_date_Month,Effective_date_Day,Repayment_Time
PAIDOFF,800,15,13:00,Tuesday,0,23,college,male,Tuesday,September,September,14,September,Tuesday,14
PAIDOFF,1000,15,15:10,Monday,0,34,Bechalor,female,Tuesday,September,September,13,September,Tuesday,14
PAIDOFF,800,15,12:46,Saturday,0,31,Bechalor,female,Tuesday,September,September,11,September,Tuesday,14
PAIDOFF,1000,15,09:00,Wednesday,0,24,High School or Below,male,Wednesday,September,September,14,September,Wednesday,14
PAIDOFF,1000,30,09:00,Thursday,0,42,High School or Below,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,800,30,12:09:00,Thursday,0,40,college,female,Thursday,October,October,22,September,Wednesday,29
PAIDOFF,1000,30,11:03,Friday,0,29,High School or Below,male,Thursday,October,October,30,September,Wednesday,29
PAIDOFF,1000,30,17:12:00,Saturday,0,32,college,female,Thursday,October,October,24,September,Wednesday,29
PAIDOFF,1000,30,09:00:00,Saturday,0,28,college,male,Saturday,November,November,59,September,Wednesday,59
PAIDOFF,1000,30,09:00,Thursday,0,35,High School or Below,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,1000,30,13:00,Thursday,0,30,Bechalor,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,800,15,15:52,Tuesday,0,44,college,male,Wednesday,September,September,13,September,Wednesday,14
PAIDOFF,800,15,13:00,Wednesday,0,37,High School or Below,male,Wednesday,September,September,14,September,Wednesday,14
PAIDOFF,1000,30,09:00,Thursday,0,31,college,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,800,15,00:43,Thursday,0,36,college,male,Wednesday,September,September,1,September,Wednesday,14
PAIDOFF,800,30,10:25:00,Monday,0,31,college,male,Thursday,October,October,26,September,Wednesday,29
PAIDOFF,800,15,20:41,Tuesday,0,42,High School or Below,male,Wednesday,September,September,13,September,Wednesday,14
PAIDOFF,1000,15,09:00,Wednesday,0,28,Bechalor,male,Wednesday,September,September,14,September,Wednesday,14
PAIDOFF,1000,30,06:51:00,Thursday,0,30,college,male,Thursday,October,October,22,September,Wednesday,29
PAIDOFF,1000,30,06:25:00,Wednesday,0,30,High School or Below,male,Thursday,October,October,28,September,Wednesday,29
PAIDOFF,1000,15,22:50,Tuesday,0,24,Bechalor,male,Wednesday,September,September,13,September,Wednesday,14
PAIDOFF,1000,30,09:00:00,Saturday,0,34,Bechalor,male,Saturday,November,November,59,September,Wednesday,59
PAIDOFF,1000,30,12:30:00,Wednesday,0,29,college,male,Thursday,October,October,28,September,Wednesday,29
PAIDOFF,1000,30,03:49:00,Wednesday,0,38,High School or Below,female,Thursday,October,October,28,September,Wednesday,29
PAIDOFF,1000,30,13:00,Thursday,0,34,Bechalor,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,800,15,07:48,Tuesday,0,28,High School or Below,male,Wednesday,September,September,13,September,Wednesday,14
PAIDOFF,1000,15,09:28,Thursday,0,30,college,female,Wednesday,September,September,8,September,Wednesday,14
PAIDOFF,1000,30,16:33:00,Tuesday,0,41,High School or Below,male,Thursday,October,October,27,September,Wednesday,29
PAIDOFF,1000,30,16:56,Sunday,0,29,college,male,Thursday,September,October,4,September,Wednesday,29
PAIDOFF,1000,30,09:00,Thursday,0,37,High School or Below,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,1000,30,13:00,Thursday,0,36,Bechalor,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,1000,30,13:00,Thursday,0,30,college,female,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,800,15,04:42,Wednesday,0,27,college,male,Wednesday,September,September,7,September,Wednesday,14
PAIDOFF,1000,30,09:00,Thursday,0,29,High School or Below,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,1000,30,09:00,Thursday,0,40,High School or Below,male,Thursday,October,October,29,September,Wednesday,29
PAIDOFF,1000,30,11:00,Thursday,0,28,college,male,Thursday,October,October,29,September,Wednesday,29
COLLECTION,1000,15,,,76,29,college,male,Friday,,September,,September,Friday,14
COLLECTION,1000,30,,,61,37,High School or Below,male,Saturday,,October,,September,Friday,29
COLLECTION,1000,30,,,61,33,High School or Below,male,Saturday,,October,,September,Friday,29
COLLECTION,800,15,,,76,27,college,male,Friday,,September,,September,Friday,14
COLLECTION,800,15,,,76,24,Bechalor,male,Friday,,September,,September,Friday,14
COLLECTION,1000,15,,,75,31,High School or Below,female,Saturday,,September,,September,Saturday,14
COLLECTION,800,15,,,60,28,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,40,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,33,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,800,15,,,75,41,college,male,Saturday,,September,,September,Saturday,14
COLLECTION,1000,30,,,60,30,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,800,15,,,75,26,High School or Below,female,Saturday,,September,,September,Saturday,14
COLLECTION,1000,30,,,60,27,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,20,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,24,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,15,,,60,26,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,30,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,15,,,75,29,High School or Below,male,Saturday,,September,,September,Saturday,14
COLLECTION,1000,30,,,60,22,Bechalor,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,15,,,75,24,Bechalor,male,Saturday,,September,,September,Saturday,14
COLLECTION,1000,30,,,60,25,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,28,High School or Below,male,Sunday,,October,,September,Saturday,29
COLLECTION,1000,30,,,60,37,college,male,Sunday,,October,,September,Saturday,29
COLLECTION,800,15,,,75,32,college,male,Saturday,,September,,September,Saturday,14
COLLECTION,1000,15,,,75,34,college,male,Saturday,,September,,September,Saturday,14
COLLECTION,1000,30,,,59,28,Bechalor,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,35,Bechalor,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,29,27,college,male,Wednesday,,November,,September,Sunday,59
COLLECTION,1000,30,,,59,24,High School or Below,female,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,44,Bechalor,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,44,31,college,male,Tuesday,,October,,September,Sunday,44
COLLECTION,800,15,,,74,27,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,21,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,30,High School or Below,female,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,38,college,female,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,34,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,31,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,23,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,74,27,college,female,Sunday,,September,,September,Sunday,14
COLLECTION,1000,15,,,74,39,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,30,High School or Below,female,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,25,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,74,50,Master or Above,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,23,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,38,Bechalor,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,27,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,29,31,High School or Below,male,Wednesday,,November,,September,Sunday,59
COLLECTION,800,15,,,74,40,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,32,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,29,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,26,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,74,25,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,35,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,41,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,37,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,59,34,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,45,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,26,Bechalor,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,32,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,28,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,34,college,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,29,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,26,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,74,26,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,800,15,,,74,22,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,27,High School or Below,female,Monday,,October,,September,Sunday,29
COLLECTION,800,30,,,59,33,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,28,Bechalor,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,24,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,37,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,36,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,18,college,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,25,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,15,,,74,40,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,29,college,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,26,High School or Below,female,Sunday,,September,,September,Sunday,14
COLLECTION,1000,15,,,74,30,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,33,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,30,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,32,college,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,25,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,800,15,,,74,35,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,15,,,74,30,Bechalor,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,26,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,59,29,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,29,26,High School or Below,male,Wednesday,,November,,September,Sunday,59
COLLECTION,800,15,,,74,46,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,36,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,15,,,74,38,Bechalor,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,15,,,44,32,High School or Below,male,Tuesday,,October,,September,Sunday,44
COLLECTION,1000,15,,,74,30,college,male,Sunday,,September,,September,Sunday,14
COLLECTION,800,15,,,74,35,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,29,college,female,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,29,26,college,male,Wednesday,,November,,September,Sunday,59
COLLECTION,800,15,,,74,32,High School or Below,male,Sunday,,September,,September,Sunday,14
COLLECTION,1000,30,,,59,25,High School or Below,male,Monday,,October,,September,Sunday,29
COLLECTION,1000,30,,,58,33,High School or Below,male,Tuesday,,October,,September,Monday,29
COLLECTION,800,15,,,73,39,college,male,Monday,,September,,September,Monday,14
COLLECTION,1000,30,,,28,28,college,male,Thursday,,November,,September,Monday,59
COLLECTION,1000,30,,,58,26,college,male,Tuesday,,October,,September,Monday,29
COLLECTION_PAIDOFF,1000,30,11:45:00,Monday,2,26,college,male,Saturday,October,October,31,September,Friday,29
COLLECTION_PAIDOFF,1000,15,17:00,Tuesday,4,28,college,male,Friday,September,September,18,September,Friday,14
COLLECTION_PAIDOFF,1000,30,14:10,Sunday,13,39,college,male,Monday,November,November,72,September,Friday,59
COLLECTION_PAIDOFF,1000,15,15:38,Wednesday,5,29,Bechalor,male,Friday,September,September,19,September,Friday,14
COLLECTION_PAIDOFF,800,15,17:22,Monday,3,33,High School or Below,male,Friday,September,September,17,September,Friday,14
COLLECTION_PAIDOFF,1000,30,14:00,Friday,12,27,college,male,Sunday,October,October,41,September,Saturday,29
COLLECTION_PAIDOFF,800,15,11:03,Monday,2,34,college,male,Saturday,September,September,16,September,Saturday,14
COLLECTION_PAIDOFF,1000,30,15:39:00,Saturday,27,26,High School or Below,male,Sunday,November,October,56,September,Saturday,29
COLLECTION_PAIDOFF,1000,30,15:53,Tuesday,44,28,High School or Below,male,Sunday,November,October,73,September,Saturday,29
COLLECTION_PAIDOFF,1000,15,10:30,Thursday,5,32,Bechalor,male,Saturday,September,September,19,September,Saturday,14
COLLECTION_PAIDOFF,800,15,15:18:00,Monday,1,27,college,female,Sunday,October,October,30,September,Saturday,29
COLLECTION_PAIDOFF,1000,30,10:49:00,Saturday,27,21,college,male,Sunday,November,October,56,September,Saturday,29
COLLECTION_PAIDOFF,800,15,17:10,Tuesday,2,39,college,male,Sunday,September,September,16,September,Sunday,14
COLLECTION_PAIDOFF,1000,15,11:35,Monday,1,38,college,male,Sunday,September,September,15,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,09:59:00,Wednesday,2,36,High School or Below,female,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,800,15,17:14,Tuesday,2,33,college,male,Sunday,September,September,16,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,12:45:00,Tuesday,1,21,college,female,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,800,15,11:38,Wednesday,3,25,High School or Below,male,Sunday,September,September,17,September,Sunday,14
COLLECTION_PAIDOFF,800,15,13:21:00,Friday,12,29,college,male,Sunday,October,September,26,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,15:37:00,Friday,25,33,High School or Below,male,Monday,November,October,54,September,Sunday,29
COLLECTION_PAIDOFF,1000,15,17:39,Wednesday,3,47,High School or Below,female,Sunday,September,September,17,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,09:52:00,Wednesday,2,33,college,male,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,800,15,15:12,Thursday,4,23,High School or Below,male,Sunday,September,September,18,September,Sunday,14
COLLECTION_PAIDOFF,1000,15,11:17:00,Wednesday,2,24,college,male,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,22:58:00,Thursday,1,27,High School or Below,male,Wednesday,November,November,60,September,Sunday,59
COLLECTION_PAIDOFF,1000,30,15:23:00,Thursday,24,32,Bechalor,male,Monday,November,October,53,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,16:44:00,Tuesday,1,33,college,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,11:02:00,Tuesday,2,27,college,female,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,13:17:00,Wednesday,2,35,High School or Below,male,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,500,15,17:22:00,Tuesday,1,37,Bechalor,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,800,15,14:02,Wednesday,3,28,Bechalor,male,Sunday,September,September,17,September,Sunday,14
COLLECTION_PAIDOFF,1000,15,13:42,Thursday,4,33,college,male,Sunday,September,September,18,September,Sunday,14
COLLECTION_PAIDOFF,800,7,15:00,Monday,2,34,Bechalor,female,Saturday,September,September,8,September,Sunday,6
COLLECTION_PAIDOFF,1000,30,14:32:00,Wednesday,2,29,college,male,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,11:33:00,Tuesday,1,34,Bechalor,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,16:27:00,Tuesday,1,29,Bechalor,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,15:27,Tuesday,36,24,High School or Below,male,Monday,November,October,65,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,16:13:00,Tuesday,1,34,High School or Below,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,10:06,Monday,7,25,college,female,Monday,October,October,36,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,13:15,Monday,5,24,college,male,Wednesday,November,November,64,September,Sunday,59
COLLECTION_PAIDOFF,1000,30,16:20,Monday,14,30,college,male,Monday,October,October,43,September,Sunday,29
COLLECTION_PAIDOFF,1000,15,16:35,Tuesday,2,28,college,male,Sunday,September,September,16,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,11:48:00,Tuesday,1,24,High School or Below,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,19:21:00,Monday,28,26,college,female,Monday,November,October,57,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,16:22:00,Wednesday,2,24,High School or Below,male,Monday,October,October,31,September,Sunday,29
COLLECTION_PAIDOFF,1000,15,17:24,Tuesday,2,29,college,male,Sunday,September,September,16,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,11:07:00,Friday,25,31,college,male,Monday,November,October,54,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,09:39:00,Wednesday,23,26,college,male,Monday,November,October,52,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,18:18,Thursday,3,25,High School or Below,male,Monday,October,October,32,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,11:29:00,Tuesday,1,29,college,male,Monday,October,October,30,September,Sunday,29
COLLECTION_PAIDOFF,1000,30,16:27,Thursday,3,38,college,male,Monday,October,October,32,September,Sunday,29
COLLECTION_PAIDOFF,800,15,11:19,Thursday,4,41,college,male,Sunday,September,September,18,September,Sunday,14
COLLECTION_PAIDOFF,1000,15,11:17,Wednesday,3,26,High School or Below,male,Sunday,September,September,17,September,Sunday,14
COLLECTION_PAIDOFF,1000,30,11:04,Friday,3,26,High School or Below,male,Tuesday,October,October,32,September,Monday,29
COLLECTION_PAIDOFF,1000,30,17:40,Monday,6,35,High School or Below,male,Tuesday,October,October,35,September,Monday,29
COLLECTION_PAIDOFF,1000,15,09:42,Wednesday,2,37,college,male,Monday,September,September,16,September,Monday,14
COLLECTION_PAIDOFF,1000,30,15:52,Friday,38,25,college,male,Tuesday,November,October,67,September,Monday,29
COLLECTION_PAIDOFF,1000,30,14:19,Sunday,19,24,college,male,Tuesday,October,October,48,September,Monday,29
COLLECTION_PAIDOFF,1000,30,15:10,Thursday,2,34,college,male,Tuesday,October,October,31,September,Monday,29
COLLECTION_PAIDOFF,800,15,13:36,Wednesday,2,33,college,male,Monday,September,September,16,September,Monday,14
COLLECTION_PAIDOFF,800,15,15:34,Wednesday,2,38,Bechalor,male,Monday,September,September,16,September,Monday,14
COLLECTION_PAIDOFF,1000,30,11:55,Thursday,7,38,High School or Below,male,Thursday,November,November,66,September,Monday,59
COLLECTION_PAIDOFF,1000,30,18:51,Tuesday,5,26,college,male,Thursday,November,November,64,September,Monday,59
COLLECTION_PAIDOFF,1000,15,10:23,Friday,4,37,Bechalor,male,Monday,September,September,18,September,Monday,14
COLLECTION_PAIDOFF,1000,30,17:17:00,Friday,1,42,High School or Below,female,Thursday,November,November,60,September,Monday,59
COLLECTION_PAIDOFF,1000,30,12:54:00,Wednesday,1,49,High School or Below,female,Tuesday,October,October,30,September,Monday,29
COLLECTION_PAIDOFF,1000,30,09:48,Saturday,4,26,High School or Below,male,Tuesday,October,October,33,September,Monday,29
COLLECTION_PAIDOFF,1000,15,11:14,Thursday,1,41,High School or Below,male,Wednesday,October,October,45,September,Monday,44
COLLECTION_PAIDOFF,1000,30,14:14,Saturday,4,38,High School or Below,male,Tuesday,October,October,33,September,Monday,29
COLLECTION_PAIDOFF,1000,30,09:45:00,Friday,52,26,High School or Below,male,Tuesday,December,October,81,September,Monday,29
COLLECTION_PAIDOFF,1000,15,15:02,Wednesday,2,32,High School or Below,male,Monday,September,September,16,September,Monday,14
COLLECTION_PAIDOFF,1000,30,14:46:00,Friday,24,27,Bechalor,male,Tuesday,November,October,53,September,Monday,29
COLLECTION_PAIDOFF,800,15,12:12,Wednesday,51,33,college,male,Monday,November,September,65,September,Monday,14
COLLECTION_PAIDOFF,1000,30,19:02,Friday,3,30,High School or Below,male,Tuesday,October,October,32,September,Monday,29
COLLECTION_PAIDOFF,800,15,11:34,Wednesday,2,26,High School or Below,female,Monday,September,September,16,September,Monday,14
COLLECTION_PAIDOFF,1000,30,18:12:00,Wednesday,29,35,college,female,Tuesday,November,October,58,September,Monday,29
COLLECTION_PAIDOFF,800,15,13:07,Monday,5,46,college,female,Wednesday,October,October,49,September,Monday,44
COLLECTION_PAIDOFF,1000,30,17:38,Thursday,9,27,college,male,Tuesday,October,October,38,September,Monday,29
COLLECTION_PAIDOFF,1000,15,08:55:00,Monday,27,22,High School or Below,male,Tuesday,November,October,56,September,Monday,29
COLLECTION_PAIDOFF,1000,30,18:26:00,Wednesday,1,27,Bechalor,male,Tuesday,October,October,30,September,Monday,29
COLLECTION_PAIDOFF,1000,15,13:44,Tuesday,29,30,Bechalor,male,Monday,October,September,43,September,Monday,14
COLLECTION_PAIDOFF,1000,15,15:07,Thursday,3,27,High School or Below,male,Monday,September,September,17,September,Monday,14
COLLECTION_PAIDOFF,800,15,11:40,Tuesday,1,47,college,male,Monday,September,September,15,September,Monday,14
COLLECTION_PAIDOFF,1000,30,19:08,Tuesday,7,30,college,male,Tuesday,October,October,36,September,Monday,29
COLLECTION_PAIDOFF,1000,30,09:23,Saturday,4,26,college,male,Tuesday,October,October,33,September,Monday,29
COLLECTION_PAIDOFF,1000,30,10:07,Friday,3,38,High School or Below,male,Tuesday,October,October,32,September,Monday,29
COLLECTION_PAIDOFF,800,15,11:36,Monday,56,46,High School or Below,male,Monday,November,September,70,September,Monday,14
COLLECTION_PAIDOFF,1000,30,12:02,Thursday,2,35,Bechalor,male,Tuesday,October,October,31,September,Monday,29
COLLECTION_PAIDOFF,1000,15,19:30:00,Sunday,13,45,college,male,Monday,October,September,27,September,Monday,14
COLLECTION_PAIDOFF,1000,30,18:04:00,Wednesday,1,36,college,male,Tuesday,October,October,30,September,Monday,29
COLLECTION_PAIDOFF,1000,30,10:53,Monday,6,38,High School or Below,male,Tuesday,October,October,35,September,Monday,29
COLLECTION_PAIDOFF,1000,30,13:41:00,Wednesday,29,27,college,male,Tuesday,November,October,58,September,Monday,29
COLLECTION_PAIDOFF,1000,30,17:44,Tuesday,14,27,Bechalor,male,Tuesday,October,October,43,September,Monday,29
COLLECTION_PAIDOFF,1000,15,12:45,Thursday,3,29,college,male,Monday,September,September,17,September,Monday,14
COLLECTION_PAIDOFF,1000,30,14:45,Thursday,2,30,High School or Below,male,Tuesday,October,October,31,September,Monday,29
COLLECTION_PAIDOFF,1000,30,19:08,Friday,3,28,High School or Below,male,Tuesday,October,October,32,September,Monday,29
COLLECTION_PAIDOFF,1000,15,20:02:00,Monday,14,26,High School or Below,male,Monday,October,September,28,September,Monday,14
COLLECTION_PAIDOFF,800,15,11:49,Thursday,3,30,college,male,Monday,September,September,17,September,Monday,14
COLLECTION_PAIDOFF,1000,30,22:40:00,Friday,1,38,college,female,Thursday,November,November,60,September,Monday,59
COLLECTION_PAIDOFF,1000,30,11:58,Wednesday,8,28,High School or Below,male,Tuesday,October,October,37,September,Monday,29
